sentence1,sentence2,score
引得君王相思情。,圣主朝朝暮暮情,1.0
引得君王相思情。,谁问朝朝暮暮情,0.0
引得君王相思情。,朝朝暮暮看人情,0.0
今天在飘流蓬转中又经过这座土坟。,今日飘蓬过古坟,0.0
今天在飘流蓬转中又经过这座土坟。,此日飘蓬未拟回,0.0
今天在飘流蓬转中又经过这座土坟。,今日翠华重过此,0.0
今天在飘流蓬转中又经过这座土坟。,今日飘蓬过此坟,1.0
形体不全尚能辨认出足跟与臂肘。,一曲犹能小贺生,0.0
形体不全尚能辨认出足跟与臂肘。,曲终狗尾那能续,0.0
形体不全尚能辨认出足跟与臂肘。,诘曲犹能辨跟肘,1.0
形体不全尚能辨认出足跟与臂肘。,蠖曲未能忘得失,0.0
云雾缭绕的九华山路旁，寺宇时隐时现，青弋江村边，春风杨柳，轻拂桥面。,曲尘柳色正遮门，石黛江流曲抱村。,0.0
云雾缭绕的九华山路旁，寺宇时隐时现，青弋江村边，春风杨柳，轻拂桥面。,雪晴寻路入华原，绝爱清江抱远村。,0.0
云雾缭绕的九华山路旁，寺宇时隐时现，青弋江村边，春风杨柳，轻拂桥面。,桑叶暝烟桥外路，杏花春雨寺前村。,0.0
云雾缭绕的九华山路旁，寺宇时隐时现，青弋江村边，春风杨柳，轻拂桥面。,九华山路云遮寺，清弋江村柳拂桥。,1.0
琵琶长笛曲曲互相应和。,琵琶声断羞和戎,0.0
琵琶长笛曲曲互相应和。,琵琶弦索声相和,0.0
琵琶长笛曲曲互相应和。,琵琶一曲杂秦筝,0.0
琵琶长笛曲曲互相应和。,琵琶长笛曲相和,1.0
请问春天从这去。,不知从此去,0.0
请问春天从这去。,却愁从此去,0.0
请问春天从这去。,问师从此别,0.0
请问春天从这去。,问春从此去,1.0
云山仿佛是从那海上生出来，水清如镜。,诸峰云上出,0.0
云山仿佛是从那海上生出来，水清如镜。,云烟海上山,0.0
云山仿佛是从那海上生出来，水清如镜。,云封海上山,0.0
云山仿佛是从那海上生出来，水清如镜。,云山海上出,1.0
从田中归来常是太阳落山以后。,归来诗景胜,0.0
从田中归来常是太阳落山以后。,归来景常晏,1.0
从田中归来常是太阳落山以后。,春来长晏起,0.0
从田中归来常是太阳落山以后。,春来常晏眠,0.0
腰间垂坠着锦带佩戴着吴地弯刀，曾经参加过防卫敌军、驰驱沙场的战斗行动。,腰垂锦带佩吴钩，走马曾防玉塞秋。,1.0
腰间垂坠着锦带佩戴着吴地弯刀，曾经参加过防卫敌军、驰驱沙场的战斗行动。,锦带吴钩心独壮，牙签玉轴志先酬。,0.0
腰间垂坠着锦带佩戴着吴地弯刀，曾经参加过防卫敌军、驰驱沙场的战斗行动。,短衣匹马佩吴钩，欲写关河万古愁。,0.0
腰间垂坠着锦带佩戴着吴地弯刀，曾经参加过防卫敌军、驰驱沙场的战斗行动。,腰悬锦带佩吴钩，走马曾防玉塞秋。,0.0
养在深闺之中外人不知她美丽绝伦。,写向深闺意未安,0.0
养在深闺之中外人不知她美丽绝伦。,长在深闺那识路,0.0
养在深闺之中外人不知她美丽绝伦。,画眉人在深闺里,0.0
养在深闺之中外人不知她美丽绝伦。,养在深闺人未识,1.0
幽深的竹林漂浮着云烟。,茶烟逗深竹,0.0
幽深的竹林漂浮着云烟。,翠竹浮烟浦,0.0
幽深的竹林漂浮着云烟。,深竹暗浮烟,1.0
幽深的竹林漂浮着云烟。,湿竹暗浮烟,0.0
你守卫在边关，我却在吴地。,夫戍关西妾在东,0.0
你守卫在边关，我却在吴地。,夫戍边关妾在吴,1.0
你守卫在边关，我却在吴地。,征夫万里戍交河,0.0
你守卫在边关，我却在吴地。,为念儿夫戍玉关,0.0
田翁说春社快要临近。,放翁无社酒,0.0
田翁说春社快要临近。,逼社醉南翁,0.0
田翁说春社快要临近。,田翁新社长,0.0
田翁说春社快要临近。,田翁逼社日,1.0
登高山，这与传统的习俗是一样的。,登高会昔闻,1.0
登高山，这与传统的习俗是一样的。,登高闻旧俗,0.0
登高山，这与传统的习俗是一样的。,登高闻古事,0.0
登高山，这与传统的习俗是一样的。,高灵昔有闻,0.0
庆功之时大开明堂接受朝贺。,不放明堂大朝贺,0.0
庆功之时大开明堂接受朝贺。,大开明堂受朝贺,1.0
庆功之时大开明堂接受朝贺。,归来朝贺坐明堂,0.0
庆功之时大开明堂接受朝贺。,明堂摄政朝群后,0.0
时势顺利时仿佛天地都齐心协力。,天地万物本同根,0.0
时势顺利时仿佛天地都齐心协力。,咸平天地物皆春,0.0
时势顺利时仿佛天地都齐心协力。,时来天地皆同力,1.0
时势顺利时仿佛天地都齐心协力。,混成天地皆同色,0.0
萧瑟的秋风里飘飞着严霜。,雄风淅淅雨凄凄,0.0
萧瑟的秋风里飘飞着严霜。,凄风淅沥飞严霜,1.0
萧瑟的秋风里飘飞着严霜。,凄凄篷背有严霜,0.0
萧瑟的秋风里飘飞着严霜。,惊风淅沥玉花飞,0.0
黄昏时候，你来访问我。,适我来相访,0.0
黄昏时候，你来访问我。,黄昏特过我,0.0
黄昏时候，你来访问我。,我来访前迹,0.0
黄昏时候，你来访问我。,黄昏访我来,1.0
但想不到这里依然是笙歌一片，通宵不散。,犹自笙歌彻晓闻,1.0
但想不到这里依然是笙歌一片，通宵不散。,彩凤箫声彻晓闻,0.0
但想不到这里依然是笙歌一片，通宵不散。,隔院笙歌闻别调,0.0
但想不到这里依然是笙歌一片，通宵不散。,万井笙歌彻晓闻,0.0
你会看到千岩清泉洒落。,千岩落花雨,0.0
你会看到千岩清泉洒落。,千岩泉洒落,1.0
你会看到千岩清泉洒落。,泉落千岩雨,0.0
你会看到千岩清泉洒落。,建水千岩落,0.0
我放眼南望，一直看到云天尽处，也见不到一只大雁在飞翔。,望断淮南一雁飞,0.0
我放眼南望，一直看到云天尽处，也见不到一只大雁在飞翔。,目断天涯鸿雁飞,0.0
我放眼南望，一直看到云天尽处，也见不到一只大雁在飞翔。,目断天南无雁归,0.0
我放眼南望，一直看到云天尽处，也见不到一只大雁在飞翔。,目断天南无雁飞,1.0
山野间的老人安居乐业，快活地唱上一曲，唱一唱这身在太平盛世中的人。,野老不知天子力，讴歌鼓腹庆升平。,0.0
山野间的老人安居乐业，快活地唱上一曲，唱一唱这身在太平盛世中的人。,笑对阳春歌一曲，深杯同乐太平时。,0.0
山野间的老人安居乐业，快活地唱上一曲，唱一唱这身在太平盛世中的人。,俗客不知仙禁近，高歌共乐太平年。,0.0
山野间的老人安居乐业，快活地唱上一曲，唱一唱这身在太平盛世中的人。,野老不知尧舜力，酣歌一曲太平人。,1.0
打仗艰苦，丝织品可供伤兵包扎伤口，也可制成丝罗帐幕赏给军功赫赫的将军。,三军版筑脱金刀，黎庶翻惭将士劳。,0.0
打仗艰苦，丝织品可供伤兵包扎伤口，也可制成丝罗帐幕赏给军功赫赫的将军。,战士常骑突阵马，将军须养犒师牛。,0.0
打仗艰苦，丝织品可供伤兵包扎伤口，也可制成丝罗帐幕赏给军功赫赫的将军。,牙将握刀趋远驿，羌人下马拜高旌。,0.0
打仗艰苦，丝织品可供伤兵包扎伤口，也可制成丝罗帐幕赏给军功赫赫的将军。,征人战苦束刀疮，主将勋高换罗幕。,1.0
丘陵上已满是乔木。,乔木故家尽,0.0
丘陵上已满是乔木。,丘陵尽乔木,1.0
丘陵上已满是乔木。,东山多乔木,0.0
丘陵上已满是乔木。,陵古森乔木,0.0
一会儿向下一会儿又朝上。,一闸复一闸,0.0
一会儿向下一会儿又朝上。,一见复一别,0.0
一会儿向下一会儿又朝上。,一下复一上,1.0
一会儿向下一会儿又朝上。,一落不复上,0.0
落花的时候正是仲春时节。,野花春满地,0.0
落花的时候正是仲春时节。,落花满春水,0.0
落花的时候正是仲春时节。,秋花正满檐,0.0
落花的时候正是仲春时节。,落花春正满,1.0
火星飞起飞拂天外。,一星霞外出,0.0
火星飞起飞拂天外。,拂曙海呈霞,0.0
火星飞起飞拂天外。,流星拂晓空,0.0
火星飞起飞拂天外。,迸星拂霞外,1.0
听说长安的政坛就像一盘未下完的棋局，彼争此夺。,闻道长安似弈棋,1.0
听说长安的政坛就像一盘未下完的棋局，彼争此夺。,自古长安似弈棋,0.0
听说长安的政坛就像一盘未下完的棋局，彼争此夺。,漫道长安似弈棋,0.0
听说长安的政坛就像一盘未下完的棋局，彼争此夺。,弈棋曾不似长安,0.0
拂晓之时江面上无人争渡。,渡晓人争立,0.0
拂晓之时江面上无人争渡。,人争水渡喧,0.0
拂晓之时江面上无人争渡。,无人争晓渡,1.0
拂晓之时江面上无人争渡。,行人争晚渡,0.0
花开花落已两载，看着盛开的花，想到两年未曾回家，就不免伤心落泪。,丛菊空留他日泪,0.0
花开花落已两载，看着盛开的花，想到两年未曾回家，就不免伤心落泪。,丛菊两开他日泪,1.0
花开花落已两载，看着盛开的花，想到两年未曾回家，就不免伤心落泪。,对菊定增他日泪,0.0
花开花落已两载，看着盛开的花，想到两年未曾回家，就不免伤心落泪。,丛菊又开身在客,0.0
四周的树林和山壑中聚积着傍晚的景色。,林壑倏已暝,0.0
四周的树林和山壑中聚积着傍晚的景色。,四山敛暝色,0.0
四周的树林和山壑中聚积着傍晚的景色。,烟林生暝色,0.0
四周的树林和山壑中聚积着傍晚的景色。,林壑敛暝色,1.0
后世韦讽前代支遁名传天下。,传后无烦韦氏经,0.0
后世韦讽前代支遁名传天下。,前有张余后有崔,0.0
后世韦讽前代支遁名传天下。,曹将军后有韦郎,0.0
后世韦讽前代支遁名传天下。,后有韦讽前支遁,1.0
踏着明亮的月色我回家进门。,横河明明月皎皎,0.0
踏着明亮的月色我回家进门。,明月皎皎鹤在树,0.0
踏着明亮的月色我回家进门。,客子入门月皎皎,1.0
踏着明亮的月色我回家进门。,出门每歌月皎皎,0.0
它曲曲折折穿过稀疏的竹林。,流水绕疏林,0.0
它曲曲折折穿过稀疏的竹林。,茂林穿缭绕,0.0
它曲曲折折穿过稀疏的竹林。,缭绕能穿寺,0.0
它曲曲折折穿过稀疏的竹林。,缭绕穿疏林,1.0
倾斜下垂的枝条庇护。,倾柯拂羽仪,1.0
倾斜下垂的枝条庇护。,云霄刷羽仪,0.0
倾斜下垂的枝条庇护。,故拂羽仪来,0.0
倾斜下垂的枝条庇护。,巢乌刷羽仪,0.0
我们徘徊在桃李花间。,裴回桃李间,1.0
我们徘徊在桃李花间。,肯回桃李面,0.0
我们徘徊在桃李花间。,回首看桃李,0.0
我们徘徊在桃李花间。,春风桃李蹊,0.0
空空的厨房煮着些寒菜。,寒菜兼鱼味,0.0
空空的厨房煮着些寒菜。,空庖煮寒菜,1.0
空空的厨房煮着些寒菜。,中餐煮菜春,0.0
空空的厨房煮着些寒菜。,寒菜旋充庖,0.0
我的魂魄追随着从南方向北奋飞的鸟儿，望着那向北而开的花枝，眼泪为之流不止。,鸟怜南翥好，花恨北枝催。,0.0
我的魂魄追随着从南方向北奋飞的鸟儿，望着那向北而开的花枝，眼泪为之流不止。,鹧鸪南枝鸟，愁随北雁去。,0.0
我的魂魄追随着从南方向北奋飞的鸟儿，望着那向北而开的花枝，眼泪为之流不止。,魂随南翥鸟，泪尽北枝花。,1.0
我的魂魄追随着从南方向北奋飞的鸟儿，望着那向北而开的花枝，眼泪为之流不止。,月绕南枝梦，霜飞北雁愁。,0.0
灞原上的秋风细雨初定。,九原风雨夕,0.0
灞原上的秋风细雨初定。,江秋风雨多,0.0
灞原上的秋风细雨初定。,风雨暗高原,0.0
灞原上的秋风细雨初定。,灞原风雨定,1.0
战马到处，踏着入侵之敌的血迹，旗杆上悬挂着敌国君主的头颅。,马蹀阏氏血，旗枭克汗头。,0.0
战马到处，踏着入侵之敌的血迹，旗杆上悬挂着敌国君主的头颅。,金鞭鞭骏马，汗血沾锦鞯。,0.0
战马到处，踏着入侵之敌的血迹，旗杆上悬挂着敌国君主的头颅。,单于献辕门，阏氏获毡帐。,0.0
战马到处，踏着入侵之敌的血迹，旗杆上悬挂着敌国君主的头颅。,马蹀阏氏血，旗袅可汗头。,1.0
只剩得一杯春露，其冷如冰。,一杯春露冷如冰,1.0
只剩得一杯春露，其冷如冰。,一杯甘露滑如饴,0.0
只剩得一杯春露，其冷如冰。,渴想一杯甘露凉,0.0
只剩得一杯春露，其冷如冰。,味甘如蜜冷如冰,0.0
奔腾的黄河从远天之外涌来。,黄河天外来,1.0
奔腾的黄河从远天之外涌来。,银河天际来,0.0
奔腾的黄河从远天之外涌来。,黄河天上水,0.0
奔腾的黄河从远天之外涌来。,黄河天上来,0.0
女儿就要出嫁遥远地方。,悠悠复此行,0.0
女儿就要出嫁遥远地方。,出处竟悠悠,0.0
女儿就要出嫁遥远地方。,出行复悠悠,1.0
女儿就要出嫁遥远地方。,行路胜悠悠,0.0
菊花已开，能让这被贬之人风中醉倒。,菊花浑似诗人瘦,0.0
菊花已开，能让这被贬之人风中醉倒。,菊花能醉去官人,1.0
菊花已开，能让这被贬之人风中醉倒。,爱菊能将酒醉花,0.0
菊花已开，能让这被贬之人风中醉倒。,菊花能为酒先忙,0.0
且等到客散酒醒深夜以后。,把酒夜深霜落后,0.0
且等到客散酒醒深夜以后。,客散酒醒深夜后,1.0
且等到客散酒醒深夜以后。,更喜酒醒人散后,0.0
且等到客散酒醒深夜以后。,深夜酒阑人散后,0.0
五柳先生陶渊明本来就是山村田园的隐士，偶然在世俗生活中做客，为官场所羁绊。,红亭绿酒送君还，五柳先生本在山。,0.0
五柳先生陶渊明本来就是山村田园的隐士，偶然在世俗生活中做客，为官场所羁绊。,旧住扶桑第几山，偶然踪迹落人间。,0.0
五柳先生陶渊明本来就是山村田园的隐士，偶然在世俗生活中做客，为官场所羁绊。,知子鸣弦意在山，一官聊复戏人间。,0.0
五柳先生陶渊明本来就是山村田园的隐士，偶然在世俗生活中做客，为官场所羁绊。,五柳先生本在山，偶然为客落人间。,1.0
美酒佳酿欢娱冬春。,美酒娱冬春,1.0
美酒佳酿欢娱冬春。,酌酒爱春色,0.0
美酒佳酿欢娱冬春。,美酒值芳春,0.0
美酒佳酿欢娱冬春。,良辰有美酒,0.0
京城一年一度又是清明。,帝里清和节,0.0
京城一年一度又是清明。,万里近清明,0.0
京城一年一度又是清明。,帝里重清明,1.0
京城一年一度又是清明。,重明协帝华,0.0
暂且借这一怀美酒振奋精神。,暂凭杯酒长精神,1.0
暂且借这一怀美酒振奋精神。,不须杯酒长精神,0.0
暂且借这一怀美酒振奋精神。,仗三杯酒老精神,0.0
暂且借这一怀美酒振奋精神。,酒酣偏觉长精神,0.0
为求刺客而不顾破产败家。,为家不亦难,0.0
为求刺客而不顾破产败家。,破产不为家,1.0
为求刺客而不顾破产败家。,不为家人产,0.0
为求刺客而不顾破产败家。,去病不为家,0.0
使边民耕田种桑生儿育女。,闻道苍头长儿女,0.0
使边民耕田种桑生儿育女。,时平儿女自耕桑,0.0
使边民耕田种桑生儿育女。,边民戍卒尽耕桑,0.0
使边民耕田种桑生儿育女。,边头耕桑长儿女,1.0
好像在怜惜身上披着的锦缎障泥。,自有锦障泥,0.0
好像在怜惜身上披着的锦缎障泥。,莫惜锦障泥,0.0
好像在怜惜身上披着的锦缎障泥。,似惜锦障泥,1.0
好像在怜惜身上披着的锦缎障泥。,疑怜锦障泥,0.0
心里真想临风飘举奋力翱翔。,便欲凌风飞,0.0
心里真想临风飘举奋力翱翔。,意欲凌风翔,1.0
心里真想临风飘举奋力翱翔。,便欲凌风去,0.0
心里真想临风飘举奋力翱翔。,意气欲凌霞,0.0
他原来是一个弓箭手。,笑渠失弓者,0.0
他原来是一个弓箭手。,自是斯民手,0.0
他原来是一个弓箭手。,渠是弓弩手,1.0
他原来是一个弓箭手。,鹿弓柔逊弩,0.0
在东风吹拂中，斜倚阑干象《西洲曲》里的那人是谁呢？,笑倚东风十二阑,0.0
在东风吹拂中，斜倚阑干象《西洲曲》里的那人是谁呢？,醉倚西风十二楼,0.0
在东风吹拂中，斜倚阑干象《西洲曲》里的那人是谁呢？,倚遍东风十二阑,0.0
在东风吹拂中，斜倚阑干象《西洲曲》里的那人是谁呢？,谁倚东风十二阑,1.0
夜宿山寺，夜半听见水声，误为下雨了，待清晨起来出门一看。,初疑夜雨忽朝晴,1.0
夜宿山寺，夜半听见水声，误为下雨了，待清晨起来出门一看。,夜雨朝晴花睡馀,0.0
夜宿山寺，夜半听见水声，误为下雨了，待清晨起来出门一看。,夜雨无端忽晓晴,0.0
夜宿山寺，夜半听见水声，误为下雨了，待清晨起来出门一看。,夜雨朝晴似蜀天,0.0
项王雄气盖过世界。,名称已盖世,0.0
项王雄气盖过世界。,项王气盖世,1.0
项王雄气盖过世界。,盖世英雄气,0.0
项王雄气盖过世界。,盖世几英豪,0.0
在山涧溪流中洗手时却闻到了桃花香。,涧水岩花香异闻,0.0
在山涧溪流中洗手时却闻到了桃花香。,石屋惟闻涧水声,0.0
在山涧溪流中洗手时却闻到了桃花香。,濯手惟闻涧水香,1.0
在山涧溪流中洗手时却闻到了桃花香。,静闻天水濯云声,0.0
老和尚奉闲已经去世，他留下的只有一座藏骨灰的新塔，我们也没有机会再到那儿去看看当年题过字的破壁了。,老僧已死成新塔,1.0
老和尚奉闲已经去世，他留下的只有一座藏骨灰的新塔，我们也没有机会再到那儿去看看当年题过字的破壁了。,二老孤僧成底事,0.0
老和尚奉闲已经去世，他留下的只有一座藏骨灰的新塔，我们也没有机会再到那儿去看看当年题过字的破壁了。,老僧西逝新成塔,0.0
老和尚奉闲已经去世，他留下的只有一座藏骨灰的新塔，我们也没有机会再到那儿去看看当年题过字的破壁了。,老僧成塔隶为官,0.0
管仲和鲍叔牙这样彼此信任的朋友早已死去，不知道后世还有没有人像他们一样，结交朋友能够贵贱不相移。,万年今已矣，彤管列何人。,0.0
管仲和鲍叔牙这样彼此信任的朋友早已死去，不知道后世还有没有人像他们一样，结交朋友能够贵贱不相移。,焦革死已久，宋清今亦无。,0.0
管仲和鲍叔牙这样彼此信任的朋友早已死去，不知道后世还有没有人像他们一样，结交朋友能够贵贱不相移。,李白题诗处，何人继其踪。,0.0
管仲和鲍叔牙这样彼此信任的朋友早已死去，不知道后世还有没有人像他们一样，结交朋友能够贵贱不相移。,管鲍久已死，何人继其踪。,1.0
只看见滚滚长江向天际奔流。,唯见长江天际流,1.0
只看见滚滚长江向天际奔流。,惟见长江天际流,0.0
只看见滚滚长江向天际奔流。,惟见黄河天际流,0.0
只看见滚滚长江向天际奔流。,注目长江天际流,0.0
他的双眼眼瞳碧绿而有光，头发金黄而弯曲，两鬓呈红色。,绿玉觜攒鸡脑破，玄金爪擘兔心开。,0.0
他的双眼眼瞳碧绿而有光，头发金黄而弯曲，两鬓呈红色。,翅金肉白顶红麻，项糁毛青腿少瑕。,0.0
他的双眼眼瞳碧绿而有光，头发金黄而弯曲，两鬓呈红色。,头似珊瑚项班红，翅如金箔肉带黄。,0.0
他的双眼眼瞳碧绿而有光，头发金黄而弯曲，两鬓呈红色。,碧玉炅炅双目瞳，黄金拳拳两鬓红。,1.0
夸奖府尹始终不离口。,说尹终在口,1.0
夸奖府尹始终不离口。,危言犹在口,0.0
夸奖府尹始终不离口。,说法在其中,0.0
夸奖府尹始终不离口。,道在谁开口,0.0
小洲洼地的新泉清澈令人叹嗟。,渚泽新泉清,1.0
小洲洼地的新泉清澈令人叹嗟。,泉清沙露篆,0.0
小洲洼地的新泉清澈令人叹嗟。,沙引石泉清,0.0
小洲洼地的新泉清澈令人叹嗟。,泉清新雨后,0.0
苏晋虽在佛前斋戒吃素。,从此长斋绣佛前,0.0
苏晋虽在佛前斋戒吃素。,苏晋长斋绣佛前,1.0
苏晋虽在佛前斋戒吃素。,少小长斋绣佛前,0.0
苏晋虽在佛前斋戒吃素。,闻道长斋绣佛前,0.0
白雁身上雨水未干，翅膀变得沉重，不得不低空飞行。,白雁归飞翅亦低,0.0
白雁身上雨水未干，翅膀变得沉重，不得不低空飞行。,风前白雁飞飞远,0.0
白雁身上雨水未干，翅膀变得沉重，不得不低空飞行。,低飞塞雁连丝雨,0.0
白雁身上雨水未干，翅膀变得沉重，不得不低空飞行。,翅低白雁飞仍重,1.0
溅溅流泉，泻入沟渠，打谷场上一片繁忙。,泉落空岩虚谷应,0.0
溅溅流泉，泻入沟渠，打谷场上一片繁忙。,鸣泉落涧羞歌扇,0.0
溅溅流泉，泻入沟渠，打谷场上一片繁忙。,鸣泉落窦谷登场,1.0
溅溅流泉，泻入沟渠，打谷场上一片繁忙。,竹篱崩缺涧鸣泉,0.0
怎能忍受得了这一年中最长的寒夜。,那堪长夜啼,0.0
怎能忍受得了这一年中最长的寒夜。,何堪最长夜,1.0
怎能忍受得了这一年中最长的寒夜。,不堪秋夜长,0.0
怎能忍受得了这一年中最长的寒夜。,何堪长夜里,0.0
又有当地新出的乐曲。,新声十四弦,0.0
又有当地新出的乐曲。,新声蜀国弦,1.0
又有当地新出的乐曲。,哀音蜀国弦,0.0
又有当地新出的乐曲。,笙歌蜀国弦,0.0
圣女祠的白石门边长满碧绿的苔藓。,白石岩扉薜荔阴,0.0
圣女祠的白石门边长满碧绿的苔藓。,白石岩扉碧藓滋,1.0
圣女祠的白石门边长满碧绿的苔藓。,白石岩扉淡似霜,0.0
圣女祠的白石门边长满碧绿的苔藓。,白石岩扉锁绿萝,0.0
山路被白云隔断在尘境之外。,道人出白云,0.0
山路被白云隔断在尘境之外。,白云销向尽,0.0
山路被白云隔断在尘境之外。,道由白云尽,1.0
山路被白云隔断在尘境之外。,道是白云起,0.0
在齐鲁大地上，那青翠的山色没有尽头。,齐鲁青未了,1.0
在齐鲁大地上，那青翠的山色没有尽头。,齐鲁青如羃,0.0
在齐鲁大地上，那青翠的山色没有尽头。,燕山青未了,0.0
在齐鲁大地上，那青翠的山色没有尽头。,峄山青未了,0.0
凤凰叫时我即来。,凤笙来往处,0.0
凤凰叫时我即来。,吹竽我亦来,0.0
凤凰叫时我即来。,凤吹我时来,1.0
凤凰叫时我即来。,鸾凤时来下,0.0
真值得他们来倾诉怀抱。,真堪写怀抱,1.0
真值得他们来倾诉怀抱。,思君写怀抱,0.0
真值得他们来倾诉怀抱。,怀抱无由写,0.0
真值得他们来倾诉怀抱。,何处写幽怀,0.0
柳丝在雨气中一片迷濛，连绵的大雨如帘，风吹雨丝在空中织起了一片片罗幕。,柳条如翠线，万缕织春愁。,0.0
柳丝在雨气中一片迷濛，连绵的大雨如帘，风吹雨丝在空中织起了一片片罗幕。,濛柳添丝密，含吹织空罗。,1.0
柳丝在雨气中一片迷濛，连绵的大雨如帘，风吹雨丝在空中织起了一片片罗幕。,水添杨柳色，花绊绮罗香。,0.0
柳丝在雨气中一片迷濛，连绵的大雨如帘，风吹雨丝在空中织起了一片片罗幕。,其茎有轻丝，难织锦流黄。,0.0
只要美酒与寿年。,对酒长年人,0.0
只要美酒与寿年。,举酒颂年长,0.0
只要美酒与寿年。,惟酒与长年,1.0
只要美酒与寿年。,百年惟中酒,0.0
只顾自己鸣噪不停。,鸣噪自纷纷,1.0
只顾自己鸣噪不停。,乌鹊噪纷纷,0.0
只顾自己鸣噪不停。,啼噪暮纷纷,0.0
只顾自己鸣噪不停。,稍密自纷纷,0.0
我在北方将你牵挂，,楚人菰米肥,1.0
我在北方将你牵挂，,楚人菰米饭,0.0
我在北方将你牵挂，,菰米秋田食,0.0
我在北方将你牵挂，,调羹菰米肥,0.0
他亲自教授心爱的姬妾学习舞蹈。,自怜碧玉亲教舞,1.0
他亲自教授心爱的姬妾学习舞蹈。,选来小玉自教歌,0.0
他亲自教授心爱的姬妾学习舞蹈。,贴翠自怜羞舞镜,0.0
他亲自教授心爱的姬妾学习舞蹈。,碧玉小家馀舞态,0.0
美妙的筝声随春风吹落，传入游乐的君王的耳里，这应该是那首《升天行》吧。,更有佳人在空谷，能唱春风天上曲。,0.0
美妙的筝声随春风吹落，传入游乐的君王的耳里，这应该是那首《升天行》吧。,天风吹落宫人耳，知是彤庭正早朝。,0.0
美妙的筝声随春风吹落，传入游乐的君王的耳里，这应该是那首《升天行》吧。,轻风吹动半醺酒，此乐直从天外来。,0.0
美妙的筝声随春风吹落，传入游乐的君王的耳里，这应该是那首《升天行》吧。,春风吹落君王耳，此曲乃是升天行。,1.0
昨天刚登上龙山宴饮。,今日登高阁,0.0
昨天刚登上龙山宴饮。,明日登高处,0.0
昨天刚登上龙山宴饮。,昨日登高罢,1.0
昨天刚登上龙山宴饮。,昨日登临处,0.0
夜间卷起了高阁的帘子，北斗就挂在窗前。,卷帘夜阁挂北斗,1.0
夜间卷起了高阁的帘子，北斗就挂在窗前。,捲帘玉镜挂床头,0.0
夜间卷起了高阁的帘子，北斗就挂在窗前。,夜吟北斗挂檐阴,0.0
夜间卷起了高阁的帘子，北斗就挂在窗前。,夜卧北斗寒挂枕,0.0
夕阳西下，满山的知了，不停地鸣唱。,落日乱蝉愁,0.0
夕阳西下，满山的知了，不停地鸣唱。,落日乱蝉分,0.0
夕阳西下，满山的知了，不停地鸣唱。,乱蝉声里明,0.0
夕阳西下，满山的知了，不停地鸣唱。,落晶乱蝉分,1.0
这位漂泊流离的征南老将。,流落征南将,1.0
这位漂泊流离的征南老将。,此日征南将,0.0
这位漂泊流离的征南老将。,曾是征南将,0.0
这位漂泊流离的征南老将。,流落随南北,0.0
虚名有什么用呢？,虚名安用哉,1.0
虚名有什么用呢？,安用此虚名,0.0
虚名有什么用呢？,虚名底用高,0.0
虚名有什么用呢？,虚名竟何益,0.0
断枝枯草没有可以停泊的地方。,断梗无多应解脱,0.0
断枝枯草没有可以停泊的地方。,断梗枯槎无泊处,1.0
断枝枯草没有可以停泊的地方。,飘萍断梗无根柢,0.0
断枝枯草没有可以停泊的地方。,莫道渔船无泊处,0.0
岩间的花儿只管斗艳争红。,岩花但争发,1.0
岩间的花儿只管斗艳争红。,花争素发妍,0.0
岩间的花儿只管斗艳争红。,岩畔花争发,0.0
岩间的花儿只管斗艳争红。,琪树花争发,0.0
朝廷的将领没有当年诸葛亮七擒七纵的谋略。,围师原将略,0.0
朝廷的将领没有当年诸葛亮七擒七纵的谋略。,七擒依算略,0.0
朝廷的将领没有当年诸葛亮七擒七纵的谋略。,将无七擒略,1.0
朝廷的将领没有当年诸葛亮七擒七纵的谋略。,将略雄诸葛,0.0
过去的恩恩怨怨全都一扫而空。,冤亲并一空,1.0
过去的恩恩怨怨全都一扫而空。,冤亲同一妄,0.0
过去的恩恩怨怨全都一扫而空。,冤亲平等视,0.0
过去的恩恩怨怨全都一扫而空。,穷通共一空,0.0
战乱连年不断，无休无歇。,戎马何时歇,0.0
战乱连年不断，无休无歇。,戎马无休歇,1.0
战乱连年不断，无休无歇。,山雨无休歇,0.0
战乱连年不断，无休无歇。,策马无停息,0.0
去搞斗鸡走狗一类的赌博游戏。,茶米鸡笼品白云,0.0
去搞斗鸡走狗一类的赌博游戏。,赤鸡白雉赌梨粟,1.0
去搞斗鸡走狗一类的赌博游戏。,赤鸡白狗看儿戏,0.0
去搞斗鸡走狗一类的赌博游戏。,赤米白盐充野馔,0.0
没有国又哪里有家。,许国家无恋,0.0
没有国又哪里有家。,无国又无家,1.0
没有国又哪里有家。,无食又无衣,0.0
没有国又哪里有家。,家国悲无著,0.0
我现在是因为自己抱负未展而不愿归去，我要归去时自然就归去了，故乡五湖的风景是没有人来和我争抢的。,自是不归归便得，渚烟溪月共忘机。,0.0
我现在是因为自己抱负未展而不愿归去，我要归去时自然就归去了，故乡五湖的风景是没有人来和我争抢的。,自是不归归便得，五湖烟景有谁争。,1.0
我现在是因为自己抱负未展而不愿归去，我要归去时自然就归去了，故乡五湖的风景是没有人来和我争抢的。,自是不归归便得，老来下笔笔如神。,0.0
